Time (mins),Glucose,trockenmasse,Gesamt-Zellzahl,Lebendzellzahl,OD_600
0.0,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
